14/06/14 19:29:58 INFO terasort.TeraSort: starting
14/06/14 19:29:59 INFO mapred.FileInputFormat: Total input paths to process : 100
14/06/14 19:30:00 WARN snappy.LoadSnappy: Snappy native library is available
14/06/14 19:30:00 INFO util.NativeCodeLoader: Loaded the native-hadoop library
14/06/14 19:30:00 INFO snappy.LoadSnappy: Snappy native library loaded
14/06/14 19:30:06 INFO zlib.ZlibFactory: Successfully loaded & initialized native-zlib library
14/06/14 19:30:06 INFO compress.CodecPool: Got brand-new compressor
Making 100 from 100000 records
Step size is 1000.0
14/06/14 19:30:08 INFO mapred.FileInputFormat: Total input paths to process : 100
14/06/14 19:30:12 INFO mapred.JobClient: Running job: job_201406131535_0022
14/06/14 19:30:13 INFO mapred.JobClient:  map 0% reduce 0%
14/06/14 19:30:31 INFO mapred.JobClient:  map 1% reduce 0%
14/06/14 19:30:36 INFO mapred.JobClient:  map 2% reduce 0%
14/06/14 19:30:48 INFO mapred.JobClient:  map 3% reduce 0%
14/06/14 19:31:00 INFO mapred.JobClient:  map 4% reduce 0%
14/06/14 19:31:09 INFO mapred.JobClient:  map 5% reduce 0%
14/06/14 19:31:21 INFO mapred.JobClient:  map 6% reduce 0%
14/06/14 19:31:31 INFO mapred.JobClient:  map 7% reduce 0%
14/06/14 19:31:39 INFO mapred.JobClient:  map 8% reduce 0%
14/06/14 19:31:55 INFO mapred.JobClient:  map 9% reduce 0%
14/06/14 19:32:13 INFO mapred.JobClient:  map 10% reduce 0%
14/06/14 19:32:23 INFO mapred.JobClient:  map 10% reduce 1%
14/06/14 19:32:31 INFO mapred.JobClient:  map 11% reduce 1%
14/06/14 19:32:47 INFO mapred.JobClient:  map 12% reduce 1%
14/06/14 19:32:58 INFO mapred.JobClient:  map 13% reduce 1%
14/06/14 19:33:07 INFO mapred.JobClient:  map 14% reduce 1%
14/06/14 19:33:16 INFO mapred.JobClient:  map 15% reduce 1%
14/06/14 19:33:30 INFO mapred.JobClient:  map 16% reduce 1%
14/06/14 19:33:40 INFO mapred.JobClient:  map 17% reduce 2%
14/06/14 19:33:53 INFO mapred.JobClient:  map 18% reduce 2%
14/06/14 19:34:04 INFO mapred.JobClient:  map 19% reduce 2%
14/06/14 19:34:13 INFO mapred.JobClient:  map 20% reduce 2%
14/06/14 19:34:27 INFO mapred.JobClient:  map 21% reduce 2%
14/06/14 19:34:37 INFO mapred.JobClient:  map 22% reduce 2%
14/06/14 19:34:50 INFO mapred.JobClient:  map 23% reduce 2%
14/06/14 19:35:03 INFO mapred.JobClient:  map 24% reduce 2%
14/06/14 19:35:05 INFO mapred.JobClient:  map 24% reduce 3%
14/06/14 19:35:13 INFO mapred.JobClient:  map 25% reduce 3%
14/06/14 19:35:24 INFO mapred.JobClient:  map 26% reduce 3%
14/06/14 19:35:35 INFO mapred.JobClient:  map 27% reduce 3%
14/06/14 19:35:46 INFO mapred.JobClient:  map 28% reduce 3%
14/06/14 19:35:57 INFO mapred.JobClient:  map 29% reduce 3%
14/06/14 19:36:11 INFO mapred.JobClient:  map 30% reduce 3%
14/06/14 19:36:21 INFO mapred.JobClient:  map 31% reduce 3%
14/06/14 19:36:30 INFO mapred.JobClient:  map 31% reduce 4%
14/06/14 19:36:32 INFO mapred.JobClient:  map 32% reduce 4%
14/06/14 19:36:43 INFO mapred.JobClient:  map 33% reduce 4%
14/06/14 19:36:53 INFO mapred.JobClient:  map 34% reduce 4%
14/06/14 19:37:05 INFO mapred.JobClient:  map 35% reduce 4%
14/06/14 19:37:17 INFO mapred.JobClient:  map 36% reduce 4%
14/06/14 19:37:28 INFO mapred.JobClient:  map 37% reduce 4%
14/06/14 19:37:40 INFO mapred.JobClient:  map 38% reduce 4%
14/06/14 19:37:50 INFO mapred.JobClient:  map 39% reduce 4%
14/06/14 19:37:56 INFO mapred.JobClient:  map 39% reduce 5%
14/06/14 19:38:03 INFO mapred.JobClient:  map 40% reduce 5%
14/06/14 19:38:14 INFO mapred.JobClient:  map 41% reduce 5%
14/06/14 19:38:28 INFO mapred.JobClient:  map 42% reduce 5%
14/06/14 19:38:37 INFO mapred.JobClient:  map 43% reduce 5%
14/06/14 19:38:50 INFO mapred.JobClient:  map 44% reduce 5%
14/06/14 19:39:00 INFO mapred.JobClient:  map 45% reduce 5%
14/06/14 19:39:12 INFO mapred.JobClient:  map 46% reduce 5%
14/06/14 19:39:22 INFO mapred.JobClient:  map 46% reduce 6%
14/06/14 19:39:23 INFO mapred.JobClient:  map 47% reduce 6%
14/06/14 19:39:35 INFO mapred.JobClient:  map 48% reduce 6%
14/06/14 19:39:47 INFO mapred.JobClient:  map 49% reduce 6%
14/06/14 19:39:58 INFO mapred.JobClient:  map 50% reduce 6%
14/06/14 19:40:08 INFO mapred.JobClient:  map 51% reduce 6%
14/06/14 19:40:18 INFO mapred.JobClient:  map 52% reduce 6%
14/06/14 19:40:29 INFO mapred.JobClient:  map 53% reduce 6%
14/06/14 19:40:41 INFO mapred.JobClient:  map 54% reduce 6%
14/06/14 19:40:44 INFO mapred.JobClient:  map 54% reduce 7%
14/06/14 19:40:52 INFO mapred.JobClient:  map 55% reduce 7%
14/06/14 19:41:03 INFO mapred.JobClient:  map 56% reduce 7%
14/06/14 19:41:13 INFO mapred.JobClient:  map 57% reduce 7%
14/06/14 19:41:25 INFO mapred.JobClient:  map 58% reduce 7%
14/06/14 19:41:37 INFO mapred.JobClient:  map 59% reduce 7%
14/06/14 19:41:51 INFO mapred.JobClient:  map 60% reduce 7%
14/06/14 19:42:00 INFO mapred.JobClient:  map 61% reduce 7%
14/06/14 19:42:10 INFO mapred.JobClient:  map 61% reduce 8%
14/06/14 19:42:11 INFO mapred.JobClient:  map 62% reduce 8%
14/06/14 19:42:22 INFO mapred.JobClient:  map 63% reduce 8%
14/06/14 19:42:32 INFO mapred.JobClient:  map 64% reduce 8%
14/06/14 19:42:45 INFO mapred.JobClient:  map 65% reduce 8%
14/06/14 19:42:57 INFO mapred.JobClient:  map 66% reduce 8%
14/06/14 19:43:04 INFO mapred.JobClient:  map 67% reduce 8%
14/06/14 19:43:19 INFO mapred.JobClient:  map 68% reduce 8%
14/06/14 19:43:29 INFO mapred.JobClient:  map 69% reduce 8%
14/06/14 19:43:33 INFO mapred.JobClient:  map 69% reduce 9%
14/06/14 19:43:42 INFO mapred.JobClient:  map 70% reduce 9%
14/06/14 19:43:53 INFO mapred.JobClient:  map 71% reduce 9%
14/06/14 19:44:06 INFO mapred.JobClient:  map 72% reduce 9%
14/06/14 19:44:13 INFO mapred.JobClient:  map 73% reduce 9%
14/06/14 19:44:26 INFO mapred.JobClient:  map 74% reduce 9%
14/06/14 19:44:37 INFO mapred.JobClient:  map 75% reduce 9%
14/06/14 19:44:48 INFO mapred.JobClient:  map 76% reduce 9%
14/06/14 19:45:00 INFO mapred.JobClient:  map 76% reduce 10%
14/06/14 19:45:01 INFO mapred.JobClient:  map 77% reduce 10%
14/06/14 19:45:13 INFO mapred.JobClient:  map 78% reduce 10%
14/06/14 19:45:22 INFO mapred.JobClient:  map 79% reduce 10%
14/06/14 19:45:34 INFO mapred.JobClient:  map 80% reduce 10%
14/06/14 19:45:44 INFO mapred.JobClient:  map 81% reduce 10%
14/06/14 19:45:55 INFO mapred.JobClient:  map 82% reduce 10%
14/06/14 19:46:07 INFO mapred.JobClient:  map 83% reduce 10%
14/06/14 19:46:20 INFO mapred.JobClient:  map 84% reduce 10%
14/06/14 19:46:22 INFO mapred.JobClient:  map 84% reduce 11%
14/06/14 19:46:30 INFO mapred.JobClient:  map 85% reduce 11%
14/06/14 19:46:42 INFO mapred.JobClient:  map 86% reduce 11%
14/06/14 19:46:54 INFO mapred.JobClient:  map 87% reduce 11%
14/06/14 19:47:08 INFO mapred.JobClient:  map 88% reduce 11%
14/06/14 19:47:25 INFO mapred.JobClient:  map 89% reduce 11%
14/06/14 19:47:39 INFO mapred.JobClient:  map 90% reduce 11%
14/06/14 19:47:53 INFO mapred.JobClient:  map 91% reduce 11%
14/06/14 19:48:07 INFO mapred.JobClient:  map 91% reduce 12%
14/06/14 19:48:10 INFO mapred.JobClient:  map 92% reduce 12%
14/06/14 19:48:31 INFO mapred.JobClient:  map 93% reduce 12%
14/06/14 19:48:57 INFO mapred.JobClient:  map 94% reduce 12%
14/06/14 19:49:18 INFO mapred.JobClient:  map 95% reduce 12%
14/06/14 19:49:39 INFO mapred.JobClient:  map 96% reduce 12%
14/06/14 19:50:04 INFO mapred.JobClient:  map 97% reduce 12%
14/06/14 19:50:26 INFO mapred.JobClient:  map 98% reduce 12%
14/06/14 19:50:54 INFO mapred.JobClient:  map 99% reduce 12%
14/06/14 19:51:06 INFO mapred.JobClient:  map 99% reduce 13%
14/06/14 19:52:16 INFO mapred.JobClient:  map 100% reduce 13%
14/06/14 19:53:06 INFO mapred.JobClient:  map 100% reduce 14%
14/06/14 19:53:08 INFO mapred.JobClient:  map 100% reduce 15%
14/06/14 19:53:09 INFO mapred.JobClient:  map 100% reduce 16%
14/06/14 19:53:14 INFO mapred.JobClient:  map 100% reduce 17%
14/06/14 19:53:17 INFO mapred.JobClient:  map 100% reduce 18%
14/06/14 19:53:18 INFO mapred.JobClient:  map 100% reduce 19%
14/06/14 19:53:20 INFO mapred.JobClient:  map 100% reduce 20%
14/06/14 19:53:29 INFO mapred.JobClient:  map 100% reduce 21%
14/06/14 19:53:33 INFO mapred.JobClient:  map 100% reduce 22%
14/06/14 19:53:39 INFO mapred.JobClient:  map 100% reduce 23%
14/06/14 19:53:45 INFO mapred.JobClient:  map 100% reduce 24%
14/06/14 19:53:49 INFO mapred.JobClient:  map 100% reduce 25%
14/06/14 19:53:50 INFO mapred.JobClient:  map 100% reduce 26%
14/06/14 19:53:52 INFO mapred.JobClient:  map 100% reduce 27%
14/06/14 19:53:59 INFO mapred.JobClient:  map 100% reduce 28%
14/06/14 19:54:02 INFO mapred.JobClient:  map 100% reduce 29%
14/06/14 19:54:15 INFO mapred.JobClient:  map 100% reduce 30%
14/06/14 19:54:25 INFO mapred.JobClient:  map 100% reduce 31%
14/06/14 19:54:42 INFO mapred.JobClient:  map 100% reduce 32%
14/06/14 19:55:02 INFO mapred.JobClient:  map 100% reduce 33%
14/06/14 19:55:23 INFO mapred.JobClient:  map 100% reduce 34%
14/06/14 19:55:47 INFO mapred.JobClient:  map 100% reduce 35%
14/06/14 19:56:16 INFO mapred.JobClient:  map 100% reduce 36%
14/06/14 19:56:47 INFO mapred.JobClient:  map 100% reduce 37%
14/06/14 19:57:21 INFO mapred.JobClient:  map 100% reduce 38%
14/06/14 19:57:54 INFO mapred.JobClient:  map 100% reduce 39%
14/06/14 19:58:30 INFO mapred.JobClient:  map 100% reduce 40%
14/06/14 19:59:06 INFO mapred.JobClient:  map 100% reduce 41%
14/06/14 19:59:40 INFO mapred.JobClient:  map 100% reduce 42%
14/06/14 20:00:15 INFO mapred.JobClient:  map 100% reduce 43%
14/06/14 20:00:44 INFO mapred.JobClient:  map 100% reduce 44%
14/06/14 20:01:19 INFO mapred.JobClient:  map 100% reduce 45%
14/06/14 20:01:58 INFO mapred.JobClient:  map 100% reduce 46%
14/06/14 20:02:55 INFO mapred.JobClient:  map 100% reduce 47%
14/06/14 20:03:48 INFO mapred.JobClient:  map 100% reduce 48%
14/06/14 20:04:08 INFO mapred.JobClient:  map 100% reduce 49%
14/06/14 20:04:13 INFO mapred.JobClient:  map 100% reduce 50%
14/06/14 20:04:19 INFO mapred.JobClient:  map 100% reduce 51%
14/06/14 20:04:29 INFO mapred.JobClient:  map 100% reduce 52%
14/06/14 20:04:47 INFO mapred.JobClient:  map 100% reduce 53%
14/06/14 20:05:05 INFO mapred.JobClient:  map 100% reduce 54%
14/06/14 20:05:23 INFO mapred.JobClient:  map 100% reduce 55%
14/06/14 20:05:30 INFO mapred.JobClient:  map 100% reduce 56%
14/06/14 20:05:58 INFO mapred.JobClient:  map 100% reduce 57%
14/06/14 20:06:18 INFO mapred.JobClient:  map 100% reduce 58%
14/06/14 20:06:41 INFO mapred.JobClient:  map 100% reduce 59%
14/06/14 20:06:54 INFO mapred.JobClient:  map 100% reduce 60%
14/06/14 20:07:23 INFO mapred.JobClient:  map 100% reduce 61%
14/06/14 20:07:46 INFO mapred.JobClient:  map 100% reduce 62%
